dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy
defect4j,mockito,org/mockito/internal/handler/MockHandlerFactory,6,17,"        InternalMockHandler nullResultGuardian = new NullResultGuardian(handler);
",4,0,0,1,2,0,0,4,0,9,73,4,0.04712,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerFactory,6,18,"        InternalMockHandler notifier = new InvocationNotifierHandler(nullResultGuardian, settings);
",6,0,0,1,2,0,0,4,0,11,91,4,0.04712,0
defect4j,mockito,org/mockito/internal/util/MockNameImpl,6,18,"    public MockNameImpl(String mockName, Class classToMock) {
",6,0,0,1,3,1,0,4,0,11,57,2,0.04712,0
defect4j,mockito,org/mockito/internal/invocation/MatchersBinder,6,18,"public class MatchersBinder implements Serializable {
",2,0,0,0,1,1,0,2,0,5,53,1,0.04712,0
defect4j,mockito,org/mockito/internal/util/MockNameImpl,6,19,"        if (mockName == null) {
",2,1,0,1,3,0,0,0,0,3,23,4,0.04712,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerFactory,6,20,"        return notifier;
",2,0,0,0,0,1,0,0,0,2,16,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/CglibMockMaker,6,22,"        InternalMockHandler mockitoHandler = cast(handler);
",2,0,0,1,2,0,4,2,0,8,51,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/CglibMockMaker,6,23,"        new AcrossJVMSerializationFeature().enableSerializationAcrossJVM(settings);
",0,0,0,2,4,0,4,2,0,6,75,5,0.04712,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,6,23,"@SuppressWarnings(""unchecked"")
",2,0,0,1,2,0,0,0,0,3,30,2,0.04712,0
defect4j,mockito,org/mockito/internal/handler/NullResultGuardian,6,24,"    public NullResultGuardian(InternalMockHandler delegate) {
",4,0,0,1,3,1,0,2,0,7,57,2,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,24,"        return combineLoadersOf(classes[0], classes);
",0,0,1,2,4,1,4,0,0,6,45,5,0.04712,0
defect4j,mockito,org/mockito/internal/util/MockNameImpl,6,25,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/handler/NullResultGuardian,6,25,"        this.delegate = delegate;
",4,0,0,0,0,0,0,0,0,5,25,4,0.04712,0
defect4j,mockito,org/mockito/internal/handler/NullResultGuardian,6,26,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,6,27,"    private final LinkedList<StubbedInvocationMatcher> stubbed = new LinkedList<StubbedInvocationMatcher>();
",2,0,0,1,2,2,0,8,0,12,104,2,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,28,"        List<ClassLoader> loaders = new ArrayList<ClassLoader>();
",2,0,0,1,2,0,0,8,0,10,57,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/CglibMockMaker,6,29,"        if (!(handler instanceof InternalMockHandler)) {
",2,0,0,2,5,0,0,2,0,5,48,4,0.04712,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,6,29,"    private final List<Answer> answersForStubbing = new ArrayList<Answer>();
",2,0,0,1,2,2,0,8,0,12,72,2,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,30,"        addIfNewElement(loaders, first.getClassLoader());
",0,0,0,2,4,0,8,0,0,8,49,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,31,"        for (Class<?> c : others) {
",4,0,0,1,3,0,0,2,0,6,27,4,0.04712,0
defect4j,mockito,org/mockito/internal/handler/InvocationNotifierHandler,6,31,"    public InvocationNotifierHandler(InternalMockHandler<T> mockHandler, MockCreationSettings settings) {
",6,0,0,1,3,1,0,6,0,13,101,2,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,31,"    public ClassImposterizer(Instantiator instantiator) {
",4,0,0,1,3,1,0,2,0,7,53,2,0.04712,0
defect4j,mockito,org/mockito/internal/util/MockUtil,6,31,"        MockHandler mockHandler = new MockHandlerFactory().create(settings);
",2,0,0,2,4,0,4,4,0,10,68,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,32,"            addIfNewElement(loaders, c.getClassLoader());
",0,0,0,2,4,0,8,0,0,8,45,7,0.04712,0
defect4j,mockito,org/mockito/internal/handler/InvocationNotifierHandler,6,32,"        this.mockHandler = mockHandler;
",4,0,0,0,0,0,0,0,0,5,31,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,32,"        this.instantiator = instantiator;
",4,0,0,0,0,0,0,0,0,5,33,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/MethodInterceptorFilter,6,33,"    final ObjectMethodsGuru objectMethodsGuru = new ObjectMethodsGuru();
",2,0,0,1,2,1,0,4,0,7,68,2,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/CglibMockMaker,6,33,"        return (InternalMockHandler) handler;
",2,0,0,1,2,1,0,2,0,4,37,5,0.04712,0
defect4j,mockito,org/mockito/internal/handler/InvocationNotifierHandler,6,33,"        this.invocationListeners = settings.getInvocationListeners();
",2,0,0,1,2,0,4,0,0,7,61,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,33,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/handler/InvocationNotifierHandler,6,34,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,6,34,"    public InvocationContainerImpl(MockingProgress mockingProgress, MockCreationSettings mockSettings) {
",6,0,0,1,3,1,0,4,0,11,100,2,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/MethodInterceptorFilter,6,35,"    private final AcrossJVMSerializationFeature acrossJVMSerializationFeature = new AcrossJVMSerializationFeature();
",2,0,0,1,2,2,0,4,0,8,112,2,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,35,"    private static final NamingPolicy NAMING_POLICY_THAT_ALLOWS_IMPOSTERISATION_OF_CLASSES_IN_SIGNED_PACKAGES = new MockitoNamingPolicy() {
",2,0,0,1,3,3,0,4,0,9,135,2,0.04712,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,6,35,"    MatchersBinder matchersBinder = new MatchersBinder();
",2,0,0,1,2,0,0,4,0,6,53,2,0.04712,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,6,35,"        this.mockingProgress = mockingProgress;
",4,0,0,0,0,0,0,0,0,5,39,4,0.04712,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,6,36,"    MockingProgress mockingProgress = new ThreadSafeMockingProgress();
",2,0,0,1,2,0,0,4,0,6,66,2,0.04712,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,6,36,"        this.registeredInvocations = createRegisteredInvocations(mockSettings);
",2,0,0,1,2,0,4,0,0,7,71,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/MethodInterceptorFilter,6,37,"    public MethodInterceptorFilter(InternalMockHandler handler, MockCreationSettings mockSettings) {
",6,0,0,1,3,1,0,4,0,11,96,2,0.04712,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,6,37,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/MethodInterceptorFilter,6,38,"        this.handler = handler;
",4,0,0,0,0,0,0,0,0,5,23,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/MethodInterceptorFilter,6,39,"        this.mockSettings = mockSettings;
",4,0,0,0,0,0,0,0,0,5,33,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,40,"        addIfNewElement(loaders, SearchingClassLoader.class.getClassLoader());
",0,0,0,2,4,0,6,2,0,8,70,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/MethodInterceptorFilter,6,40,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,6,40,"    public MockHandlerImpl(MockCreationSettings mockSettings) {
",4,0,0,1,3,1,0,2,0,7,59,2,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,40,"    public CreationSettings(CreationSettings copy) {
",4,0,0,1,3,1,0,2,0,7,48,2,0.04712,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,6,41,"        this.mockSettings = mockSettings;
",4,0,0,0,0,0,0,0,0,5,33,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,41,"        this.typeToMock = copy.typeToMock;
",6,0,0,0,0,0,0,0,0,7,34,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,42,"    private static final CallbackFilter IGNORE_BRIDGE_METHODS = new CallbackFilter() {
",2,0,0,1,3,3,0,4,0,9,82,2,0.04712,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,6,42,"        this.mockingProgress = new ThreadSafeMockingProgress();
",2,0,0,1,2,0,0,2,0,5,55,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,42,"        this.extraInterfaces = copy.extraInterfaces;
",6,0,0,0,0,0,0,0,0,7,44,4,0.04712,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,6,43,"        this.matchersBinder = new MatchersBinder();
",2,0,0,1,2,0,0,2,0,5,43,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,43,"        this.name = copy.name;
",6,0,0,0,0,0,0,0,0,7,22,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,44,"        addIfNewElement(loaders, currentThread().getContextClassLoader());
",0,0,0,3,6,0,8,0,0,8,66,5,0.04712,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,6,44,"        this.invocationContainerImpl = new InvocationContainerImpl(mockingProgress, mockSettings);
",6,0,0,1,2,0,0,2,0,9,90,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,44,"        this.spiedInstance = copy.spiedInstance;
",6,0,0,0,0,0,0,0,0,7,40,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,44,"            return method.isBridge() ? 1 : 0;
",0,0,0,1,2,1,4,0,0,4,33,10,0.04712,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,6,45,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,45,"        this.defaultAnswer = copy.defaultAnswer;
",6,0,0,0,0,0,0,0,0,7,40,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,46,"        this.mockName = copy.mockName;
",6,0,0,0,0,0,0,0,0,7,30,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,47,"        this.serializableMode = copy.serializableMode;
",6,0,0,0,0,0,0,0,0,7,46,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,48,"        this.invocationListeners = copy.invocationListeners;
",6,0,0,0,0,0,0,0,0,7,52,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,49,"        return combine(loaders);
",0,0,0,1,2,1,4,0,0,4,24,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,49,"        this.stubOnly = copy.stubOnly;
",6,0,0,0,0,0,0,0,0,7,30,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,50,"        this.useConstructor = copy.isUsingConstructor();
",2,0,0,1,2,0,4,0,0,7,48,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,51,"        this.outerClassInstance = copy.getOuterClassInstance();
",2,0,0,1,2,0,4,0,0,7,55,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,52,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,53,"        ClassLoader loader = parentLoaders.get(parentLoaders.size()-1);
",2,1,0,2,4,0,8,2,0,13,63,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,53,"        Class<Factory> proxyClass = null;
",2,0,0,0,0,0,0,4,0,6,33,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,54,"        Object proxyInstance = null;
",2,0,0,0,0,0,0,2,0,4,28,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,55,"        for (int i = parentLoaders.size()-2; i >= 0; i--) {
",6,2,0,2,5,0,4,0,0,13,51,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,55,"        return typeToMock;
",2,0,0,0,0,1,0,0,0,2,18,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,56,"            setConstructorsAccessible(mockedType, true);
",0,0,0,1,2,0,4,0,0,5,44,7,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,57,"            proxyClass = createProxyClass(mockedType, ancillaryTypes);
",2,0,0,1,2,0,6,0,0,9,58,6,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/AcrossJVMSerializationFeature,6,57,"class AcrossJVMSerializationFeature implements Serializable {
",2,0,0,0,1,0,0,2,0,4,61,1,0.04712,0
defect4j,mockito,org/mockito/internal/MockitoCore,6,58,"        MockCreationSettings<T> creationSettings = impl.confirm(typeToMock);
",2,0,0,1,2,0,6,4,0,12,68,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,59,"        return loader;
",2,0,0,0,0,1,0,0,0,2,14,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,59,"        this.typeToMock = typeToMock;
",4,0,0,0,0,0,0,0,0,5,29,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,60,"        return this;
",0,0,0,0,0,1,0,0,0,0,12,3,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/AcrossJVMSerializationFeature,6,60,"    private boolean instanceLocalCurrentlySerializingFlag = false;
",2,0,0,0,0,1,0,0,0,4,62,2,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/AcrossJVMSerializationFeature,6,61,"    private final Lock mutex = new ReentrantLock();
",2,0,0,1,2,2,0,4,0,8,47,2,0.04712,0
defect4j,mockito,org/mockito/internal/configuration/GlobalConfiguration,6,63,"        return GLOBAL_CONFIGURATION.get().enableClassCache();
",0,0,0,2,4,1,6,0,0,6,53,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,63,"        if (c != null && !loaders.contains(c)) {
",2,2,0,2,5,0,6,0,0,11,40,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,64,"        return extraInterfaces;
",2,0,0,0,0,1,0,0,0,2,23,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,64,"            loaders.add(c);
",0,0,0,1,2,0,6,0,0,6,15,7,0.04712,0
defect4j,mockito,org/mockito/internal/creation/util/SearchingClassLoader,6,66,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,68,"        this.extraInterfaces = extraInterfaces;
",4,0,0,0,0,0,0,0,0,5,39,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,69,"        return this;
",0,0,0,0,0,1,0,0,0,0,12,3,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,71,"            setConstructorsAccessible(mockedType, false);
",0,0,0,1,2,0,4,0,0,5,45,7,0.04712,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,72,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,73,"        return name;
",2,0,0,0,0,1,0,0,0,2,12,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,85,"        for (Constructor<?> constructor : mockedType.getDeclaredConstructors()) {
",2,0,0,2,5,0,4,2,0,8,73,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,88,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,89,"        this.mockName = mockName;
",4,0,0,0,0,0,0,0,0,5,25,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,90,"        return this;
",0,0,0,0,0,1,0,0,0,0,12,3,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,91,"        if (mockedType == Object.class) {
",2,1,0,1,3,0,0,2,0,5,33,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,95,"        Enhancer enhancer = new Enhancer() {
",2,0,0,1,3,0,0,4,0,6,36,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,100,"            }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,102,"        return invocationListeners;
",2,0,0,0,0,1,0,0,0,2,27,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,102,"        Class<?>[] allMockedTypes = prepend(mockedType, interfaces);
",2,0,0,2,4,0,6,2,0,10,60,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,103,"		enhancer.setClassLoader(SearchingClassLoader.combineLoadersOf(allMockedTypes));
",0,0,0,2,4,0,10,0,0,10,79,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,104,"        enhancer.setUseFactory(true);
",0,0,0,1,2,0,4,0,0,5,29,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,105,"        if (mockedType.isInterface()) {
",0,0,0,2,5,0,4,0,0,4,31,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,106,"        return useConstructor;
",2,0,0,0,0,1,0,0,0,2,22,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,112,"        return outerClassInstance;
",2,0,0,0,0,1,0,0,0,2,26,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,112,"        enhancer.setCallbackTypes(new Class[]{MethodInterceptor.class, NoOp.class});
",0,0,0,3,6,0,4,6,0,10,76,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,113,"        enhancer.setCallbackFilter(IGNORE_BRIDGE_METHODS);
",0,0,0,1,2,0,6,0,0,6,50,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,114,"        return stubOnly;
",2,0,0,0,0,1,0,0,0,2,16,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,114,"        if (mockedType.getSigners() != null) {
",0,1,0,2,5,0,4,0,0,5,38,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,117,"            enhancer.setNamingPolicy(MockitoNamingPolicy.INSTANCE);
",4,0,0,1,2,0,4,0,0,8,55,7,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,120,"        enhancer.setSerialVersionUID(42L);
",0,0,0,1,2,0,4,0,0,4,34,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,123,"            return enhancer.createClass(); 
",0,0,0,1,2,1,4,0,0,4,30,7,0.04712,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,6,137,"        return mockSettings.isStubOnly()
",0,0,0,1,2,1,4,0,0,4,32,6,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,152,"        Class<?>[] all = new Class<?>[rest.length+1];
",6,1,0,2,4,0,0,4,0,11,45,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,153,"        all[0] = first;
",2,0,1,1,2,0,0,0,0,5,15,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,154,"        System.arraycopy(rest, 0, all, 1, rest.length);
",4,0,0,1,2,0,8,0,0,12,47,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/ClassImposterizer,6,155,"        return all;
",2,0,0,0,0,1,0,0,0,2,11,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,161,"        return validatedSettings(typeToMock, this);
",0,0,0,1,2,1,4,0,0,4,43,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/AcrossJVMSerializationFeature,6,166,"        if (settings.getSerializableMode() == SerializableMode.ACROSS_CLASSLOADERS) {
",4,1,0,2,5,0,4,0,0,9,77,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/AcrossJVMSerializationFeature,6,171,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04712,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,175,"        validator.validateConstructorUse(source.isUsingConstructor(), source.getSerializableMode());
",0,0,0,3,6,0,12,0,0,12,92,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,178,"        CreationSettings<T> settings = new CreationSettings<T>(source);
",4,0,0,1,2,0,0,8,0,12,63,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,179,"        settings.setMockName(new MockNameImpl(source.getName(), typeToMock));
",2,0,0,3,6,0,8,2,0,12,69,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,180,"        settings.setTypeToMock(typeToMock);
",0,0,0,1,2,0,6,0,0,6,35,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,181,"        settings.setExtraInterfaces(prepareExtraInterfaces(source));
",0,0,0,2,4,0,8,0,0,8,60,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,182,"        return settings;
",2,0,0,0,0,1,0,0,0,2,16,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,186,"        Set<Class> interfaces = new HashSet<Class>(settings.getExtraInterfaces());
",2,0,0,2,4,0,4,8,0,14,74,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,187,"        if(settings.isSerializable()) {
",0,0,0,2,5,0,4,0,0,4,31,5,0.04712,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,190,"        return interfaces;
",2,0,0,0,0,1,0,0,0,2,18,4,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/AcrossJVMSerializationFeature,6,423,"    public interface AcrossJVMMockitoMockSerializable {
",2,0,0,0,1,1,0,0,0,3,51,2,0.04712,0
defect4j,mockito,org/mockito/internal/creation/cglib/MockitoNamingPolicy,6,9,"class MockitoNamingPolicy extends DefaultNamingPolicy {
",2,0,0,0,1,0,0,2,0,4,55,1,0.04707,0
defect4j,mockito,org/mockito/internal/creation/cglib/MockitoNamingPolicy,6,11,"    public static final MockitoNamingPolicy INSTANCE = new MockitoNamingPolicy(); 
",2,0,0,1,2,3,0,4,0,9,77,2,0.04707,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,66,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04707,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,69,"        if (usingConstructor && mode == SerializableMode.ACROSS_CLASSLOADERS) {
",8,2,0,1,3,0,0,0,0,10,71,4,0.04707,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,98,"        return serializableMode;
",2,0,0,0,0,1,0,0,0,2,24,4,0.04707,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,108,"        return useConstructor;
",2,0,0,0,0,1,0,0,0,2,22,4,0.04707,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,174,"        validator.validateSerializable(typeToMock, source.isSerializable());
",0,0,0,2,4,0,10,0,0,10,68,5,0.04707,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,59,"        if(serializable
",2,0,0,0,1,0,0,0,0,2,15,7,0.04702,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,6,94,"        return serializableMode != SerializableMode.NONE;
",6,1,0,0,0,1,0,0,0,7,49,4,0.04702,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,169,"        validator.validateMockedType(typeToMock, source.getSpiedInstance());
",0,0,0,2,4,0,10,0,0,10,68,5,0.04702,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,35,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04698,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,38,"        if (classToMock == null || spiedInstance == null) {
",4,3,0,1,3,0,0,0,0,7,51,4,0.04698,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,67,"        return spiedInstance;
",2,0,0,0,0,1,0,0,0,2,21,4,0.04698,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,168,"        validator.validateExtraInterfaces(typeToMock, source.getExtraInterfaces());
",0,0,0,2,4,0,10,0,0,10,75,5,0.04698,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,15,"public class MockCreationValidator {
",2,0,0,0,1,1,0,0,0,3,36,1,0.04693,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,17,"    private final MockUtil mockUtil = new MockUtil();
",2,0,0,1,2,2,0,4,0,8,49,2,0.04693,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,20,"        if (!mockUtil.isTypeMockable(classToMock)) {
",0,0,0,2,5,0,6,0,0,7,44,4,0.04693,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,23,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04693,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,26,"        if (extraInterfaces == null) {
",2,1,0,1,3,0,0,0,0,3,30,4,0.04693,0
defect4j,mockito,org/mockito/internal/util/MockCreationValidator,6,30,"        for (Class i : extraInterfaces) {
",4,0,0,1,3,0,0,2,0,6,33,4,0.04693,0
defect4j,mockito,org/mockito/internal/MockitoCore,6,52,"        if (!MockSettingsImpl.class.isInstance(settings)) {
",0,0,0,2,5,0,4,2,0,7,51,4,0.04693,0
defect4j,mockito,org/mockito/internal/MockitoCore,6,57,"        MockSettingsImpl impl = MockSettingsImpl.class.cast(settings);
",2,0,0,1,2,0,4,4,0,10,62,4,0.04693,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,63,"        return extraInterfaces;
",2,0,0,0,0,1,0,0,0,2,23,4,0.04693,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,6,165,"        MockCreationValidator validator = new MockCreationValidator();
",2,0,0,1,2,0,0,4,0,6,62,4,0.04693,0
